sku,nome,categoria,marca,fabricante,modelo,compatibilidade_anos,preco,vendedor,cidade_uf,estoque,rating
151459,Guidão NGK Yamaha Fazer 250,Guidão,NGK,Yamaha,Fazer 250,2018-2021,215.53,Garagem 2Rodas,Belo Horizonte/MG,25,4.7
325338,Guidão NGK Honda CG 160,Guidão,NGK,Honda,CG 160,2013-2017,227.83,RioBike,Rio de Janeiro/RJ,18,3.7
811592,Escape RK Yamaha Fazer 250,Escape,RK,Yamaha,Fazer 250,2014-2022,122.44,MotoMix BH,Campinas/SP,15,4.8
708290,Cabo de Acelerador RK Honda CG 160,Cabo de Acelerador,RK,Honda,CG 160,2011-2011,194.14,RioBike,Curitiba/PR,0,4.5
980356,Pastilha de Freio Kawasaki Kawasaki Z400,Pastilha de Freio,Kawasaki,Kawasaki,Z400,2023-2023,473.79,RioBike,Curitiba/PR,0,3.9
414124,Amortecedor Honda Honda XRE 300,Amortecedor,Honda,Honda,XRE 300,2010-2014,152.52,MotoMix BH,Belo Horizonte/MG,27,4.7
745266,Lâmpada Vedamotors Honda XRE 300,Lâmpada,Vedamotors,Honda,XRE 300,2009-2018,92.73,Maringá Racing,Porto Alegre/RS,2,3.9
165619,Amortecedor Magnetron Kawasaki Ninja 400,Amortecedor,Magnetron,Kawasaki,Ninja 400,2009-2017,86.89,MotoMix BH,Rio de Janeiro/RJ,0,4.8
306688,Pneu RK Yamaha Fazer 250,Pneu,RK,Yamaha,Fazer 250,2011-2022,398.08,Curitiba Motos,Campinas/SP,23,3.4
598187,Coroa e Pinhão Vedamotors Triumph Tiger 660,Coroa e Pinhão,Vedamotors,Triumph,Tiger 660,2010-2014,211.95,RioBike,Manaus/AM,32,4.4
196874,Pneu Scud Kawasaki Versys 650,Pneu,Scud,Kawasaki,Versys 650,2019-2023,59.54,Garagem 2Rodas,Campinas/SP,0,3.9
971180,Amortecedor Suzuki Suzuki GSX-S750,Amortecedor,Suzuki,Suzuki,GSX-S750,2023-2024,110.35,Garagem 2Rodas,Fortaleza/CE,17,5.0
717796,Pastilha de Freio Yamaha Kawasaki Versys 650,Pastilha de Freio,Yamaha,Kawasaki,Versys 650,2010-2021,147.55,Salvador Parts,Porto Alegre/RS,28,4.5
761988,Lâmpada Magnetron Kawasaki Ninja 400,Lâmpada,Magnetron,Kawasaki,Ninja 400,2020-2020,111.81,Oficina do Zé,Curitiba/PR,21,4.4
657346,Pneu Magnetron Honda CG 160,Pneu,Magnetron,Honda,CG 160,2008-2020,77.48,Garagem 2Rodas,Curitiba/PR,0,4.4
666820,Pneu Yamaha Kawasaki Ninja 400,Pneu,Yamaha,Kawasaki,Ninja 400,2010-2021,208.43,Oficina do Zé,Curitiba/PR,0,4.1
339349,Escape Bosch Triumph Tiger 660,Escape,Bosch,Triumph,Tiger 660,2013-2023,237.89,RioBike,Salvador/BA,9,3.9
500164,Coroa e Pinhão Magnetron Kawasaki Z400,Coroa e Pinhão,Magnetron,Kawasaki,Z400,2010-2025,213.76,Curitiba Motos,Goiânia/GO,10,4.2
885475,Pastilha de Freio Suzuki Kawasaki Z400,Pastilha de Freio,Suzuki,Kawasaki,Z400,2012-2024,114.72,Fort Motos,Rio de Janeiro/RJ,5,4.2
781098,Filtro de Ar Yamaha Honda CB 650R,Filtro de Ar,Yamaha,Honda,CB 650R,2009-2024,130.42,Maringá Racing,Goiânia/GO,0,4.7
457446,Pneu Honda Suzuki GSX-S750,Pneu,Honda,Suzuki,GSX-S750,2012-2019,125.78,MotoCenter SP,Goiânia/GO,9,4.0
350924,Pneu RK Honda CB 650R,Pneu,RK,Honda,CB 650R,2019-2023,194.48,Maringá Racing,Salvador/BA,0,4.1
255616,Lâmpada Suzuki Suzuki GSX-S750,Lâmpada,Suzuki,Suzuki,GSX-S750,2022-2022,239.96,Maringá Racing,Belo Horizonte/MG,25,4.7
181720,Coroa e Pinhão Suzuki Yamaha Fazer 250,Coroa e Pinhão,Suzuki,Yamaha,Fazer 250,2014-2014,141.32,Fort Motos,Goiânia/GO,20,4.5
863584,Filtro de Ar Suzuki Honda CB 650R,Filtro de Ar,Suzuki,Honda,CB 650R,2019-2020,211.85,RioBike,Salvador/BA,0,4.2
593060,Coroa e Pinhão RK Suzuki GSX-S750,Coroa e Pinhão,RK,Suzuki,GSX-S750,2021-2021,111.32,Curitiba Motos,Fortaleza/CE,16,4.6
380668,Escape RK Triumph Tiger 660,Escape,RK,Triumph,Tiger 660,2019-2021,71.65,Curitiba Motos,Curitiba/PR,28,4.0
773677,Filtro de Ar RK Suzuki GSX-S750,Filtro de Ar,RK,Suzuki,GSX-S750,2008-2018,117.72,MotoCenter SP,Curitiba/PR,0,4.2
784453,Pneu Kawasaki Kawasaki Versys 650,Pneu,Kawasaki,Kawasaki,Versys 650,2012-2012,234.96,Oficina do Zé,Manaus/AM,10,3.7
412569,Disco de Freio Magnetron Suzuki GSX-S750,Disco de Freio,Magnetron,Suzuki,GSX-S750,2010-2018,135.88,Maringá Racing,Salvador/BA,9,4.2
453350,Pneu Suzuki BMW F 800 GS,Pneu,Suzuki,BMW,F 800 GS,2020-2024,136.36,Garagem 2Rodas,São Paulo/SP,8,5.0
826270,Pneu Magnetron Honda XRE 300,Pneu,Magnetron,Honda,XRE 300,2009-2011,107.7,MotoCenter SP,Rio de Janeiro/RJ,13,4.1
361819,Filtro de Ar Kawasaki Yamaha Fazer 250,Filtro de Ar,Kawasaki,Yamaha,Fazer 250,2009-2014,159.27,RioBike,Salvador/BA,16,4.4
437643,Lâmpada Suzuki Triumph Tiger 660,Lâmpada,Suzuki,Triumph,Tiger 660,2011-2011,171.5,RioBike,Goiânia/GO,0,3.9
930602,Guidão Yamaha Honda XRE 300,Guidão,Yamaha,Honda,XRE 300,2016-2017,169.63,Maringá Racing,São Paulo/SP,28,4.4
515779,Guidão Bosch Yamaha Fazer 250,Guidão,Bosch,Yamaha,Fazer 250,2018-2022,155.07,MotoCenter SP,Manaus/AM,20,4.3
968142,Pneu Vedamotors Triumph Tiger 660,Pneu,Vedamotors,Triumph,Tiger 660,2014-2015,110.04,RioBike,Goiânia/GO,1,4.4
795938,Escape Bosch Triumph Tiger 660,Escape,Bosch,Triumph,Tiger 660,2018-2018,127.6,MotoCenter SP,Curitiba/PR,2,5.0
691783,Pastilha de Freio Kawasaki Honda CB 650R,Pastilha de Freio,Kawasaki,Honda,CB 650R,2009-2015,167.92,Fort Motos,Goiânia/GO,0,5.0
846676,Cabo de Acelerador NGK Kawasaki Ninja 400,Cabo de Acelerador,NGK,Kawasaki,Ninja 400,2014-2018,91.6,Salvador Parts,Goiânia/GO,21,4.9
837759,Filtro de Ar NGK Yamaha Fazer 250,Filtro de Ar,NGK,Yamaha,Fazer 250,2013-2013,139.22,Curitiba Motos,Porto Alegre/RS,32,4.8
859332,Lâmpada Motul Yamaha Fazer 250,Lâmpada,Motul,Yamaha,Fazer 250,2012-2012,193.75,Maringá Racing,Fortaleza/CE,16,5.0
196153,Disco de Freio Motul Honda CB 650R,Disco de Freio,Motul,Honda,CB 650R,2010-2019,196.01,MotoCenter SP,Salvador/BA,24,3.4
451818,Cabo de Acelerador Yamaha Kawasaki Versys 650,Cabo de Acelerador,Yamaha,Kawasaki,Versys 650,2023-2023,288.46,MotoMix BH,São Paulo/SP,39,4.4
803834,Disco de Freio NGK Kawasaki Ninja 400,Disco de Freio,NGK,Kawasaki,Ninja 400,2011-2019,197.39,Oficina do Zé,Porto Alegre/RS,23,4.1
206312,Lâmpada NGK Kawasaki Versys 650,Lâmpada,NGK,Kawasaki,Versys 650,2020-2025,103.26,Maringá Racing,Belo Horizonte/MG,20,4.4
585830,Amortecedor Vedamotors BMW F 800 GS,Amortecedor,Vedamotors,BMW,F 800 GS,2023-2025,183.86,MotoMix BH,Porto Alegre/RS,13,4.5
115713,Guidão Bosch Triumph Tiger 660,Guidão,Bosch,Triumph,Tiger 660,2008-2014,248.32,Oficina do Zé,Porto Alegre/RS,0,4.7
120612,Amortecedor Honda Kawasaki Ninja 400,Amortecedor,Honda,Kawasaki,Ninja 400,2021-2025,89.08,Garagem 2Rodas,Salvador/BA,4,4.9
979043,Cabo de Acelerador Vedamotors Triumph Tiger 660,Cabo de Acelerador,Vedamotors,Triumph,Tiger 660,2016-2023,88.66,Curitiba Motos,Belo Horizonte/MG,8,4.2
852255,Cabo de Acelerador Scud Honda CG 160,Cabo de Acelerador,Scud,Honda,CG 160,2022-2025,163.45,RioBike,São Paulo/SP,9,3.7
210332,Guidão Motul Kawasaki Versys 650,Guidão,Motul,Kawasaki,Versys 650,2010-2018,151.0,Oficina do Zé,Curitiba/PR,19,4.9
312640,Filtro de Ar RK Kawasaki Versys 650,Filtro de Ar,RK,Kawasaki,Versys 650,2021-2023,110.87,Fort Motos,Fortaleza/CE,5,3.8
620889,Disco de Freio Kawasaki Honda XRE 300,Disco de Freio,Kawasaki,Honda,XRE 300,2013-2024,233.22,Salvador Parts,Belo Horizonte/MG,6,3.7
184387,Amortecedor Yamaha Kawasaki Ninja 400,Amortecedor,Yamaha,Kawasaki,Ninja 400,2022-2023,195.77,MotoMix BH,Rio de Janeiro/RJ,20,3.5
119613,Coroa e Pinhão Kawasaki Suzuki GSX-S750,Coroa e Pinhão,Kawasaki,Suzuki,GSX-S750,2022-2023,157.4,MotoCenter SP,Belo Horizonte/MG,14,4.6
154870,Pastilha de Freio NGK Triumph Tiger 660,Pastilha de Freio,NGK,Triumph,Tiger 660,2016-2018,129.06,RioBike,Salvador/BA,16,4.1
832516,Disco de Freio Bosch Kawasaki Versys 650,Disco de Freio,Bosch,Kawasaki,Versys 650,2011-2012,194.08,Oficina do Zé,Porto Alegre/RS,14,3.6
923351,Filtro de Ar Suzuki Yamaha Fazer 250,Filtro de Ar,Suzuki,Yamaha,Fazer 250,2012-2014,140.77,MotoMix BH,Curitiba/PR,19,4.0
545977,Escape Magnetron Honda XRE 300,Escape,Magnetron,Honda,XRE 300,2010-2018,91.66,MotoCenter SP,Rio de Janeiro/RJ,6,4.0
520883,Coroa e Pinhão Honda BMW F 800 GS,Coroa e Pinhão,Honda,BMW,F 800 GS,2010-2011,106.86,Fort Motos,Campinas/SP,15,3.7
575137,Filtro de Ar Magnetron BMW F 800 GS,Filtro de Ar,Magnetron,BMW,F 800 GS,2020-2023,279.2,Salvador Parts,Manaus/AM,10,3.7
810145,Guidão Suzuki Triumph Tiger 660,Guidão,Suzuki,Triumph,Tiger 660,2015-2020,95.29,Garagem 2Rodas,Goiânia/GO,12,5.0
317184,Pastilha de Freio Motul BMW F 800 GS,Pastilha de Freio,Motul,BMW,F 800 GS,2010-2022,114.64,Garagem 2Rodas,Goiânia/GO,12,3.8
318054,Cabo de Acelerador Magnetron Honda CB 650R,Cabo de Acelerador,Magnetron,Honda,CB 650R,2020-2021,155.85,Curitiba Motos,Salvador/BA,29,4.9
906566,Cabo de Acelerador Motul Kawasaki Ninja 400,Cabo de Acelerador,Motul,Kawasaki,Ninja 400,2016-2018,168.96,Curitiba Motos,Porto Alegre/RS,0,4.8
211710,Coroa e Pinhão RK Honda CB 650R,Coroa e Pinhão,RK,Honda,CB 650R,2015-2016,203.07,Garagem 2Rodas,Campinas/SP,39,4.7
311104,Cabo de Acelerador Kawasaki Honda CB 650R,Cabo de Acelerador,Kawasaki,Honda,CB 650R,2012-2019,214.55,Curitiba Motos,Curitiba/PR,0,3.7
139914,Pastilha de Freio Vedamotors Honda CG 160,Pastilha de Freio,Vedamotors,Honda,CG 160,2022-2022,68.23,Salvador Parts,Curitiba/PR,0,3.9
647697,Lâmpada Scud Honda CB 650R,Lâmpada,Scud,Honda,CB 650R,2019-2021,56.73,Curitiba Motos,Fortaleza/CE,10,5.0
220518,Guidão Vedamotors Kawasaki Z400,Guidão,Vedamotors,Kawasaki,Z400,2018-2022,178.1,Curitiba Motos,Salvador/BA,5,4.4
751584,Coroa e Pinhão Yamaha Yamaha Fazer 250,Coroa e Pinhão,Yamaha,Yamaha,Fazer 250,2011-2017,124.97,Fort Motos,Campinas/SP,20,4.8
455589,Amortecedor Kawasaki Kawasaki Versys 650,Amortecedor,Kawasaki,Kawasaki,Versys 650,2021-2022,203.12,RioBike,Salvador/BA,25,5.0
906594,Escape Kawasaki Kawasaki Z400,Escape,Kawasaki,Kawasaki,Z400,2020-2023,132.54,Oficina do Zé,Rio de Janeiro/RJ,0,4.4
841256,Guidão Vedamotors Kawasaki Ninja 400,Guidão,Vedamotors,Kawasaki,Ninja 400,2009-2019,193.74,MotoCenter SP,Goiânia/GO,26,4.2
733726,Pastilha de Freio Kawasaki Yamaha MT-07,Pastilha de Freio,Kawasaki,Yamaha,MT-07,2010-2014,122.01,Curitiba Motos,Fortaleza/CE,1,4.2
563258,Pastilha de Freio Suzuki Kawasaki Versys 650,Pastilha de Freio,Suzuki,Kawasaki,Versys 650,2016-2017,128.6,Fort Motos,Salvador/BA,14,4.5
738528,Cabo de Acelerador Motul Kawasaki Ninja 400,Cabo de Acelerador,Motul,Kawasaki,Ninja 400,2009-2019,170.26,RioBike,Manaus/AM,10,4.2
549673,Guidão NGK Suzuki GSX-S750,Guidão,NGK,Suzuki,GSX-S750,2013-2022,126.59,MotoCenter SP,Campinas/SP,19,4.4
846938,Lâmpada Scud Kawasaki Ninja 400,Lâmpada,Scud,Kawasaki,Ninja 400,2021-2023,211.12,Maringá Racing,Campinas/SP,11,4.4
835093,Escape Bosch Honda CB 650R,Escape,Bosch,Honda,CB 650R,2009-2024,92.44,MotoMix BH,Salvador/BA,19,4.4
718830,Guidão NGK Yamaha Fazer 250,Guidão,NGK,Yamaha,Fazer 250,2018-2025,139.06,Maringá Racing,Curitiba/PR,31,4.7
845072,Lâmpada RK Yamaha MT-07,Lâmpada,RK,Yamaha,MT-07,2014-2023,228.28,Fort Motos,Fortaleza/CE,0,4.4
328919,Escape Vedamotors Honda CG 160,Escape,Vedamotors,Honda,CG 160,2009-2021,197.12,Fort Motos,Curitiba/PR,19,4.5
112649,Filtro de Ar Bosch Yamaha MT-07,Filtro de Ar,Bosch,Yamaha,MT-07,2023-2025,139.83,Garagem 2Rodas,Porto Alegre/RS,11,3.7
973560,Coroa e Pinhão Kawasaki Triumph Tiger 660,Coroa e Pinhão,Kawasaki,Triumph,Tiger 660,2021-2022,192.29,MotoMix BH,Belo Horizonte/MG,11,5.0
625390,Pneu Vedamotors Triumph Tiger 660,Pneu,Vedamotors,Triumph,Tiger 660,2016-2025,195.86,Salvador Parts,Curitiba/PR,20,4.3
819652,Escape Bosch BMW F 800 GS,Escape,Bosch,BMW,F 800 GS,2020-2024,63.68,MotoCenter SP,Campinas/SP,16,4.2
717845,Filtro de Ar RK Honda XRE 300,Filtro de Ar,RK,Honda,XRE 300,2009-2015,376.73,Garagem 2Rodas,Salvador/BA,10,3.8
126512,Pneu RK BMW F 800 GS,Pneu,RK,BMW,F 800 GS,2018-2020,51.7,MotoMix BH,Belo Horizonte/MG,12,3.0
595918,Filtro de Ar RK Honda CB 650R,Filtro de Ar,RK,Honda,CB 650R,2008-2017,78.99,Fort Motos,Rio de Janeiro/RJ,13,4.2
942718,Coroa e Pinhão RK Kawasaki Z400,Coroa e Pinhão,RK,Kawasaki,Z400,2008-2016,256.9,MotoCenter SP,São Paulo/SP,16,3.6
891749,Filtro de Ar Vedamotors Yamaha Fazer 250,Filtro de Ar,Vedamotors,Yamaha,Fazer 250,2008-2016,462.95,Salvador Parts,Rio de Janeiro/RJ,15,4.4
936122,Disco de Freio Kawasaki Kawasaki Ninja 400,Disco de Freio,Kawasaki,Kawasaki,Ninja 400,2020-2021,208.96,MotoMix BH,Porto Alegre/RS,22,4.6
855720,Coroa e Pinhão Scud Yamaha MT-07,Coroa e Pinhão,Scud,Yamaha,MT-07,2015-2017,144.51,MotoCenter SP,Porto Alegre/RS,0,4.4
996234,Pneu Motul Triumph Tiger 660,Pneu,Motul,Triumph,Tiger 660,2013-2018,88.09,MotoCenter SP,Campinas/SP,0,3.8
730972,Cabo de Acelerador Vedamotors Kawasaki Versys 650,Cabo de Acelerador,Vedamotors,Kawasaki,Versys 650,2011-2013,235.03,Garagem 2Rodas,Goiânia/GO,4,4.1
341175,Cabo de Acelerador Suzuki Kawasaki Z400,Cabo de Acelerador,Suzuki,Kawasaki,Z400,2016-2023,197.23,MotoCenter SP,Porto Alegre/RS,11,3.9
763478,Guidão NGK Kawasaki Z400,Guidão,NGK,Kawasaki,Z400,2022-2022,109.08,Garagem 2Rodas,Salvador/BA,12,4.7
830901,Pastilha de Freio RK Kawasaki Ninja 400,Pastilha de Freio,RK,Kawasaki,Ninja 400,2010-2011,86.32,Curitiba Motos,Manaus/AM,29,5.0
112950,Coroa e Pinhão Magnetron Honda CB 650R,Coroa e Pinhão,Magnetron,Honda,CB 650R,2014-2016,137.03,Salvador Parts,Curitiba/PR,16,4.5
671333,Pastilha de Freio Vedamotors Yamaha Fazer 250,Pastilha de Freio,Vedamotors,Yamaha,Fazer 250,2012-2020,206.12,Fort Motos,Campinas/SP,15,4.3
924250,Disco de Freio Honda Kawasaki Versys 650,Disco de Freio,Honda,Kawasaki,Versys 650,2022-2023,208.18,MotoMix BH,Porto Alegre/RS,8,4.7
805582,Coroa e Pinhão Yamaha BMW F 800 GS,Coroa e Pinhão,Yamaha,BMW,F 800 GS,2015-2025,140.3,Fort Motos,Campinas/SP,21,4.0
116888,Filtro de Ar Honda Suzuki GSX-S750,Filtro de Ar,Honda,Suzuki,GSX-S750,2019-2023,75.85,RioBike,Fortaleza/CE,3,4.4
772657,Amortecedor Motul Triumph Tiger 660,Amortecedor,Motul,Triumph,Tiger 660,2016-2019,89.65,Curitiba Motos,Goiânia/GO,0,5.0
327296,Coroa e Pinhão Honda Honda CB 650R,Coroa e Pinhão,Honda,Honda,CB 650R,2012-2024,71.27,Curitiba Motos,Curitiba/PR,14,4.6
375692,Filtro de Ar Bosch Kawasaki Ninja 400,Filtro de Ar,Bosch,Kawasaki,Ninja 400,2008-2009,110.39,Oficina do Zé,Fortaleza/CE,12,4.7
406139,Cabo de Acelerador Kawasaki Honda CB 650R,Cabo de Acelerador,Kawasaki,Honda,CB 650R,2011-2012,208.33,MotoMix BH,Curitiba/PR,7,4.0
966801,Pneu Magnetron Suzuki GSX-S750,Pneu,Magnetron,Suzuki,GSX-S750,2017-2022,123.7,RioBike,Porto Alegre/RS,15,4.0
387515,Lâmpada Suzuki Kawasaki Z400,Lâmpada,Suzuki,Kawasaki,Z400,2015-2015,179.35,Salvador Parts,Goiânia/GO,6,4.4
211529,Cabo de Acelerador Scud Yamaha Fazer 250,Cabo de Acelerador,Scud,Yamaha,Fazer 250,2019-2023,166.49,MotoMix BH,Fortaleza/CE,16,4.5
876337,Coroa e Pinhão Yamaha Kawasaki Z400,Coroa e Pinhão,Yamaha,Kawasaki,Z400,2009-2020,278.21,Garagem 2Rodas,Curitiba/PR,34,4.4
674475,Lâmpada Honda Suzuki GSX-S750,Lâmpada,Honda,Suzuki,GSX-S750,2020-2021,166.86,Curitiba Motos,Curitiba/PR,0,4.4
466709,Amortecedor Honda Kawasaki Z400,Amortecedor,Honda,Kawasaki,Z400,2013-2024,95.01,Garagem 2Rodas,Goiânia/GO,14,4.0
889706,Guidão Suzuki Honda XRE 300,Guidão,Suzuki,Honda,XRE 300,2019-2022,83.63,Fort Motos,Goiânia/GO,9,4.0
112972,Filtro de Ar NGK Yamaha Fazer 250,Filtro de Ar,NGK,Yamaha,Fazer 250,2019-2022,181.56,MotoMix BH,São Paulo/SP,15,4.5
236599,Pneu Magnetron BMW F 800 GS,Pneu,Magnetron,BMW,F 800 GS,2010-2020,159.09,Maringá Racing,Rio de Janeiro/RJ,8,4.6
847824,Guidão Vedamotors Kawasaki Z400,Guidão,Vedamotors,Kawasaki,Z400,2017-2019,53.45,Oficina do Zé,São Paulo/SP,8,4.5
670396,Pneu Scud Yamaha MT-07,Pneu,Scud,Yamaha,MT-07,2019-2025,130.64,RioBike,São Paulo/SP,19,4.0
525775,Guidão Honda BMW F 800 GS,Guidão,Honda,BMW,F 800 GS,2013-2021,111.4,Garagem 2Rodas,Fortaleza/CE,14,3.6
491865,Filtro de Ar NGK Kawasaki Ninja 400,Filtro de Ar,NGK,Kawasaki,Ninja 400,2023-2025,315.68,MotoMix BH,Manaus/AM,12,3.7
895296,Disco de Freio Scud Suzuki GSX-S750,Disco de Freio,Scud,Suzuki,GSX-S750,2017-2020,171.58,Oficina do Zé,Porto Alegre/RS,6,4.1
764531,Escape Scud Suzuki GSX-S750,Escape,Scud,Suzuki,GSX-S750,2008-2014,174.26,MotoMix BH,Campinas/SP,3,4.9
889438,Disco de Freio Motul Suzuki GSX-S750,Disco de Freio,Motul,Suzuki,GSX-S750,2008-2015,134.45,Oficina do Zé,São Paulo/SP,12,3.9
616888,Amortecedor Scud Yamaha MT-07,Amortecedor,Scud,Yamaha,MT-07,2009-2019,139.62,Salvador Parts,Salvador/BA,32,3.9
157383,Amortecedor Vedamotors BMW F 800 GS,Amortecedor,Vedamotors,BMW,F 800 GS,2019-2023,204.25,RioBike,Porto Alegre/RS,19,4.0
965924,Escape Kawasaki Yamaha MT-07,Escape,Kawasaki,Yamaha,MT-07,2020-2024,171.81,MotoCenter SP,Fortaleza/CE,0,4.1
106165,Lâmpada Vedamotors Yamaha MT-07,Lâmpada,Vedamotors,Yamaha,MT-07,2022-2023,260.41,RioBike,Porto Alegre/RS,0,4.1
715699,Pneu Yamaha Kawasaki Ninja 400,Pneu,Yamaha,Kawasaki,Ninja 400,2023-2023,272.01,Oficina do Zé,Fortaleza/CE,18,4.0
935782,Amortecedor Vedamotors Honda CG 160,Amortecedor,Vedamotors,Honda,CG 160,2017-2025,78.51,Oficina do Zé,Curitiba/PR,8,3.9
830567,Filtro de Ar Kawasaki Triumph Tiger 660,Filtro de Ar,Kawasaki,Triumph,Tiger 660,2011-2022,125.77,Maringá Racing,Manaus/AM,14,4.5
424604,Guidão Kawasaki Honda XRE 300,Guidão,Kawasaki,Honda,XRE 300,2016-2021,107.71,Maringá Racing,Curitiba/PR,18,4.6
391779,Disco de Freio Honda Suzuki GSX-S750,Disco de Freio,Honda,Suzuki,GSX-S750,2019-2023,163.15,Maringá Racing,Porto Alegre/RS,6,4.2
465011,Lâmpada Suzuki BMW F 800 GS,Lâmpada,Suzuki,BMW,F 800 GS,2014-2021,159.5,Oficina do Zé,Goiânia/GO,22,4.6
299071,Amortecedor Kawasaki Kawasaki Z400,Amortecedor,Kawasaki,Kawasaki,Z400,2019-2025,114.92,Salvador Parts,São Paulo/SP,10,3.4
200641,Lâmpada Motul BMW F 800 GS,Lâmpada,Motul,BMW,F 800 GS,2017-2018,312.36,Garagem 2Rodas,Campinas/SP,15,5.0
847659,Amortecedor NGK Yamaha MT-07,Amortecedor,NGK,Yamaha,MT-07,2008-2017,170.57,Curitiba Motos,Salvador/BA,9,4.6
199668,Cabo de Acelerador RK Suzuki GSX-S750,Cabo de Acelerador,RK,Suzuki,GSX-S750,2023-2024,179.83,Garagem 2Rodas,Fortaleza/CE,4,4.0
387974,Pneu Yamaha Honda CG 160,Pneu,Yamaha,Honda,CG 160,2023-2024,192.3,MotoMix BH,Fortaleza/CE,30,4.0
352687,Lâmpada RK Triumph Tiger 660,Lâmpada,RK,Triumph,Tiger 660,2018-2018,152.9,Oficina do Zé,Goiânia/GO,26,4.3
247709,Amortecedor Vedamotors Kawasaki Versys 650,Amortecedor,Vedamotors,Kawasaki,Versys 650,2018-2025,212.2,MotoCenter SP,Rio de Janeiro/RJ,6,3.6
943563,Guidão Yamaha Honda CG 160,Guidão,Yamaha,Honda,CG 160,2022-2022,128.42,RioBike,Rio de Janeiro/RJ,6,4.7
567351,Escape Kawasaki Honda CG 160,Escape,Kawasaki,Honda,CG 160,2009-2010,232.64,Maringá Racing,Campinas/SP,17,4.3
700660,Lâmpada Magnetron Yamaha MT-07,Lâmpada,Magnetron,Yamaha,MT-07,2010-2020,183.21,RioBike,Manaus/AM,3,5.0
400111,Cabo de Acelerador Motul BMW F 800 GS,Cabo de Acelerador,Motul,BMW,F 800 GS,2023-2023,66.96,Maringá Racing,Belo Horizonte/MG,12,4.6
723241,Guidão Scud Kawasaki Z400,Guidão,Scud,Kawasaki,Z400,2023-2025,188.85,Fort Motos,Rio de Janeiro/RJ,0,4.0
111339,Disco de Freio NGK Honda CG 160,Disco de Freio,NGK,Honda,CG 160,2022-2025,208.98,Oficina do Zé,Salvador/BA,2,4.4
152487,Coroa e Pinhão Bosch Yamaha Fazer 250,Coroa e Pinhão,Bosch,Yamaha,Fazer 250,2013-2018,172.81,RioBike,Campinas/SP,16,4.4
605924,Disco de Freio Kawasaki Suzuki GSX-S750,Disco de Freio,Kawasaki,Suzuki,GSX-S750,2011-2025,168.62,Maringá Racing,São Paulo/SP,8,4.2
749174,Coroa e Pinhão Motul Kawasaki Ninja 400,Coroa e Pinhão,Motul,Kawasaki,Ninja 400,2011-2019,184.91,MotoCenter SP,Salvador/BA,18,4.7
674650,Disco de Freio Scud Kawasaki Ninja 400,Disco de Freio,Scud,Kawasaki,Ninja 400,2017-2024,302.96,Fort Motos,Porto Alegre/RS,28,3.7
318442,Escape Kawasaki Kawasaki Ninja 400,Escape,Kawasaki,Kawasaki,Ninja 400,2016-2025,63.79,Maringá Racing,Curitiba/PR,19,4.2
698265,Disco de Freio Vedamotors Honda CG 160,Disco de Freio,Vedamotors,Honda,CG 160,2016-2016,109.76,Garagem 2Rodas,Porto Alegre/RS,17,4.6
350248,Pastilha de Freio Honda Suzuki GSX-S750,Pastilha de Freio,Honda,Suzuki,GSX-S750,2013-2016,202.88,RioBike,Salvador/BA,22,4.3
217837,Escape NGK Triumph Tiger 660,Escape,NGK,Triumph,Tiger 660,2020-2023,130.09,Maringá Racing,Manaus/AM,13,4.4
882871,Disco de Freio Bosch BMW F 800 GS,Disco de Freio,Bosch,BMW,F 800 GS,2008-2012,120.13,RioBike,Fortaleza/CE,15,3.8
311905,Guidão RK Triumph Tiger 660,Guidão,RK,Triumph,Tiger 660,2008-2021,172.15,Salvador Parts,Fortaleza/CE,13,3.7
808017,Cabo de Acelerador NGK Honda CG 160,Cabo de Acelerador,NGK,Honda,CG 160,2015-2019,244.52,RioBike,Curitiba/PR,18,4.8
841838,Coroa e Pinhão Magnetron Yamaha MT-07,Coroa e Pinhão,Magnetron,Yamaha,MT-07,2012-2019,160.62,Oficina do Zé,Rio de Janeiro/RJ,3,4.8
457005,Cabo de Acelerador Kawasaki BMW F 800 GS,Cabo de Acelerador,Kawasaki,BMW,F 800 GS,2010-2016,262.9,Oficina do Zé,Manaus/AM,7,4.2
363761,Filtro de Ar Kawasaki BMW F 800 GS,Filtro de Ar,Kawasaki,BMW,F 800 GS,2023-2023,121.56,Maringá Racing,Campinas/SP,33,4.7
242775,Escape Bosch Suzuki GSX-S750,Escape,Bosch,Suzuki,GSX-S750,2013-2023,182.51,Maringá Racing,Salvador/BA,17,4.2
239675,Escape Kawasaki Yamaha MT-07,Escape,Kawasaki,Yamaha,MT-07,2017-2023,125.14,MotoCenter SP,Curitiba/PR,6,4.5
302044,Guidão Kawasaki Suzuki GSX-S750,Guidão,Kawasaki,Suzuki,GSX-S750,2021-2021,85.3,Curitiba Motos,Manaus/AM,8,4.0
240222,Cabo de Acelerador RK Triumph Tiger 660,Cabo de Acelerador,RK,Triumph,Tiger 660,2014-2019,166.51,Fort Motos,Belo Horizonte/MG,5,3.8
566692,Pastilha de Freio Motul Kawasaki Z400,Pastilha de Freio,Motul,Kawasaki,Z400,2022-2024,254.02,Curitiba Motos,Belo Horizonte/MG,17,3.7
